DAY,TOKENID,PRICE,PRICE_USD
2023-03-20 04:00:00.000,4.824596660542683e+75,0.00135,2.399895549
2023-03-20 00:00:00.000,3.600947947141345e+76,0.0014,2.541858566
2023-03-20 00:00:00.000,6.625249584814821e+76,0.0014,2.541858566
2023-03-20 18:00:00.000,9.920345726368044e+76,0.00069,1.22076751
2023-03-20 18:00:00.000,6.322900038369336e+76,0.0007,1.238459793
2023-03-20 10:00:00.000,6.86412257322018e+76,0.0009,1.620747669
2023-03-20 00:00:00.000,9.795924275022273e+76,0.0014,2.541858566
2023-03-20 18:00:00.000,9.897743365671386e+76,0.0008,1.41538262
2023-03-20 22:00:00.000,9.528896832766282e+76,0.0006,1.063950463
2023-03-20 15:00:00.000,1.0334864952198201e+77,0.0007,1.240531391
2023-03-20 12:00:00.000,1.7595385247674496e+76,0.0009,1.607305884
2023-03-20 22:00:00.000,1.0450982354121267e+77,0.0006,1.063950463
2023-03-20 04:00:00.000,1.035334847108367e+77,0.00135,2.399895549
2023-03-20 08:00:00.000,1.1278290698786199e+77,0.001,1.774978694
2023-03-20 09:00:00.000,1.0640197334879334e+77,0.0013,2.339256929
2023-03-20 00:00:00.000,1.0692655218964852e+77,0.0014,2.541858566
2023-03-20 00:00:00.000,2.4284526809780528e+76,0.0014,2.541858566
2023-03-21 01:00:00.000,5.141441782663703e+76,0.0005,0.8759720129
2023-03-21 19:00:00.000,1.020767351001157e+76,0.00035,0.631145276
2023-03-21 09:00:00.000,5.665572704849687e+75,0.5,872.461925944
2023-03-21 17:00:00.000,6.284194049777639e+75,0.0004,0.7302017524
2023-03-21 08:00:00.000,1.0425605569294881e+76,0.6,1053.417464702
2023-03-21 19:00:00.000,4.996127516243135e+76,0.00035,0.631145276
2023-03-21 15:00:00.000,3.9360543101245097e+76,0.0004,0.7320897635
2023-03-21 13:00:00.000,3.949610213139381e+76,0.0003,0.5324542628
2023-03-21 08:00:00.000,7.049274838903087e+75,0.2,351.139154901
2023-03-21 13:00:00.000,7.859300350966059e+76,0.0003,0.5324542628
2023-03-21 08:00:00.000,7.651718333066536e+76,0.5,877.847887251
2023-03-21 01:00:00.000,7.7893138757633e+76,0.0005,0.8759720129
2023-03-21 08:00:00.000,6.53384799716736e+73,0.22222,390.15071501
2023-03-21 03:00:00.000,8.264614510074125e+76,0.0004,0.7061562527
2023-03-22 18:00:00.000,9.254235311115921e+76,0.001,1.813435476
2023-03-22 20:00:00.000,9.243270335151033e+76,0.00035,0.6233196506
2023-03-22 14:00:00.000,3.940590695328112e+76,0.4,723.374693045
2023-03-22 20:00:00.000,8.675269634441554e+76,0.002,3.561826575
2023-03-22 20:00:00.000,2.5000553386142404e+76,0.00035,0.6233196506
2023-03-22 14:00:00.000,6.032108998043699e+76,0.111,200.73647732
2023-03-22 20:00:00.000,3.842978009887581e+76,0.0013,2.315187274
2023-03-22 20:00:00.000,1.3407827383990041e+76,0.002,3.561826575
2023-03-22 13:00:00.000,4.576324021855338e+75,0.0002,0.3589208791
2023-03-22 21:00:00.000,7.555106180538549e+76,0.00035,0.6070774127
2023-03-22 14:00:00.000,8.59318573794153e+76,0.0002,0.3616873465
2023-04-28 06:00:00.000,1.0772347722177499e+77,0.21,402.436851285
2023-04-28 19:00:00.000,1.0598201155902927e+77,0.0003,0.5665782622
2023-04-28 22:00:00.000,5.67912443752323e+76,0.0005,0.9490544795
2023-04-28 06:00:00.000,3.903612688835782e+76,0.31,594.073447135
2023-04-28 19:00:00.000,5.2066050949483033e+76,0.0003,0.5665782622
2023-04-28 09:00:00.000,4.374248820759521e+75,0.16,307.51150564
2023-04-28 18:00:00.000,4.518934621507828e+76,0.0002,0.3776460642
2023-04-28 09:00:00.000,4.521863606334115e+76,0.24,461.26725846
2023-04-28 10:00:00.000,4.521863606334115e+76,0.5,955.074402845
2023-04-28 18:00:00.000,1.6500625315267508e+76,0.0002,0.3776460642
2023-04-28 06:00:00.000,1.1410110983770599e+77,0.81,1552.256426385
2023-04-28 19:00:00.000,1.128447360095534e+77,0.0003,0.5665782622
2023-04-28 17:00:00.000,8.547331668971904e+76,0.0002,0.3775705416
2023-04-28 19:00:00.000,8.524393070869538e+75,0.00025,0.4721485518
2023-04-28 19:00:00.000,7.860589695114609e+76,0.0003,0.5665782622
2023-04-28 06:00:00.000,6.580276069868603e+76,0.456,873.862877076
2023-04-28 19:00:00.000,9.887058000002045e+76,0.0003,0.5665782622
2023-04-28 19:00:00.000,8.762969734359891e+76,0.0003,0.5665782622
2023-04-28 09:00:00.000,6.719141220570864e+76,0.46,884.095578715
2023-04-28 06:00:00.000,6.917398732450953e+76,0.822222,1575.67825113
2023-04-28 19:00:00.000,5.7400910648416176e+76,0.0003,0.5665782622
2023-04-28 10:00:00.000,9.034129342396119e+76,0.5,955.074402845
2023-04-28 18:00:00.000,8.940403920058008e+76,0.0002,0.3776460642
2023-04-29 04:00:00.000,4.951918653965544e+76,0.0003,0.5694480946
2023-04-29 04:00:00.000,7.671244711506857e+76,0.0019,3.606504599
2023-04-29 13:00:00.000,6.66186824554043e+76,0.001,1.899400992
2023-04-29 16:00:00.000,5.795291693329701e+76,0.0011,2.108457048
2023-04-29 05:00:00.000,9.299664384188455e+76,0.0003,0.5699850015
2023-04-29 20:00:00.000,6.653583514028444e+76,0.0015,2.847793378
2023-04-29 04:00:00.000,7.6425762663871e+76,0.0015,2.847240473
2023-04-29 04:00:00.000,5.750283688756675e+76,0.0003,0.5694480946
2023-04-29 04:00:00.000,5.646494518195217e+76,0.0011,2.087976347
2023-04-29 04:00:00.000,8.081649044627721e+76,0.0014,2.657424441
2023-04-29 18:00:00.000,5.916024538490037e+76,0.0019,3.624993301
2023-04-29 17:00:00.000,9.794488116107404e+76,0.0014,2.675106118
2023-04-29 17:00:00.000,9.707920166422016e+76,0.0014,2.675106118
2023-04-29 17:00:00.000,1.1711832414503477e+76,0.0014,2.675106118
2023-04-29 11:00:00.000,2.4795984093282746e+76,0.00035,0.6670577386
2023-04-29 15:00:00.000,2.638519466808692e+76,0.001,1.909220566
2023-04-29 17:00:00.000,3.0664926968623714e+76,0.0015,2.866185126
2023-04-29 04:00:00.000,3.4253493608688567e+75,0.002,3.796320631
2023-04-29 18:00:00.000,4.364053949135763e+76,0.0017,3.243415058
2023-04-29 04:00:00.000,1.0104639858719135e+77,0.0003,0.5694480946
2023-04-29 17:00:00.000,4.518112852897816e+76,0.0014,2.675106118
2023-04-29 17:00:00.000,1.0759802036608577e+77,0.0014,2.675106118
2023-04-29 04:00:00.000,1.0938393670624643e+77,0.0014,2.657424441
2023-04-29 04:00:00.000,1.1142964205610324e+77,0.0004,0.7592641261
2023-04-30 22:00:00.000,3.815235743808207e+76,0.0019,3.598606822
2023-04-30 17:00:00.000,3.6620217100826816e+76,0.0012,2.316281311
2023-04-30 17:00:00.000,3.652435861692548e+76,0.0019,3.667445409
2023-04-30 17:00:00.000,3.142335387728494e+76,0.0017,3.281398523
2023-04-30 22:00:00.000,5.638168588021235e+76,0.0019,3.598606822
2023-04-30 22:00:00.000,6.405722051618945e+76,0.002,3.788007181
2023-04-30 17:00:00.000,6.009575285571699e+76,0.0019,3.667445409
2023-04-30 22:00:00.000,4.3078855714743906e+76,0.0018,3.409206463
2023-04-30 17:00:00.000,4.611869393601328e+76,0.0019,3.667445409
2023-04-30 22:00:00.000,1.0241158833469268e+77,0.0018,3.409206463
2023-04-30 22:00:00.000,1.0383047462689036e+77,0.002,3.788007181
2023-04-30 22:00:00.000,1.0738142411086025e+77,0.0015,2.841005386
2023-04-30 17:00:00.000,1.1323724230418873e+77,0.0015,2.895351638
2023-04-30 18:00:00.000,1.7746449729900625e+76,0.0025,4.801011391
2023-04-30 17:00:00.000,9.500646800043226e+76,0.0019,3.667445409
2023-04-30 22:00:00.000,9.276626901587247e+76,0.002,3.788007181
2023-04-30 17:00:00.000,7.096493347265028e+76,0.0014,2.702328196
2023-04-30 17:00:00.000,6.741159394959636e+76,0.0019,3.667445409
2023-04-30 17:00:00.000,9.999002645839327e+76,0.0015,2.895351638
2023-04-30 17:00:00.000,6.784524937577758e+76,0.0014,2.702328196
2023-04-30 22:00:00.000,7.707087889789201e+76,0.0016,3.030405745
2023-04-30 22:00:00.000,8.155219580854325e+76,0.00175,3.314506284
2023-05-01 10:00:00.000,1.8119687525989042e+76,0.0007,1.295049985
2023-05-01 00:00:00.000,5.803633299450654e+76,0.002,3.795654592
2023-05-01 10:00:00.000,1.0567588660199587e+77,0.001,1.850071408
2023-05-02 09:00:00.000,6.719141220570864e+76,0.56,1026.26527607
2023-05-02 09:00:00.000,9.029530216011337e+76,0.06,109.956993865
2023-05-02 09:00:00.000,7.615583378847423e+76,0.05,91.630828221
2023-05-02 09:00:00.000,7.615583378847423e+76,0.36,659.741963188
2023-05-03 07:00:00.000,6.0553014877877e+76,0.15,279.163760513
2023-05-03 07:00:00.000,4.9119583571640774e+76,0.25,465.272934189
2023-05-04 09:00:00.000,4.436545926975958e+76,0.001,1.90010414
2023-05-04 19:00:00.000,6.792587837253682e+76,0.0008,1.503981785
2023-05-04 06:00:00.000,9.034129342396119e+76,0.05,95.186931782
2023-05-04 06:00:00.000,9.029530216011337e+76,0.15,285.560795345
2023-05-05 09:00:00.000,2.358854324054209e+76,0.0008,1.517458875
2023-05-06 06:00:00.000,8.794259842890178e+76,0.428,842.399819209
2023-05-06 06:00:00.000,3.903612688835782e+76,0.378,743.988625376
2023-04-08 05:00:00.000,6.451208912222359e+76,0.0003,0.5608636852
2023-04-08 15:00:00.000,8.642294798808484e+76,0.0004,0.7472760683
2023-04-08 14:00:00.000,4.740670429075097e+76,0.0004,0.7460714483
2023-04-09 15:00:00.000,2.718048144312314e+76,0.00029,0.5332474253
2023-06-26 13:00:00.000,8.056680429918826e+76,0.001,1.879796322
2023-06-30 19:00:00.000,4.137348715946201e+76,0.0007,1.357200677
2023-07-02 18:00:00.000,7.346549935102435e+76,0.0006,1.151397849
2023-07-03 11:00:00.000,3.861343252973584e+76,0.0007,1.37066368
2023-07-03 16:00:00.000,5.819942245925351e+76,0.001,1.958785761
2023-07-03 16:00:00.000,4.040834273097617e+76,0.001,1.958785761
2023-07-03 16:00:00.000,4.955154989580029e+76,0.0007,1.371150033
2023-07-03 16:00:00.000,4.957496564750387e+76,0.001,1.958785761
2023-07-03 15:00:00.000,4.3075140108276144e+76,0.0007,1.374331048
2023-07-03 14:00:00.000,6.016290770109685e+76,0.0005,0.9809184145
2023-07-03 16:00:00.000,6.650103428979566e+75,0.0007,1.371150033
2023-07-03 16:00:00.000,5.205581972197091e+76,0.00099,1.939197904
2023-07-03 16:00:00.000,7.94102987581364e+76,0.0007,1.371150033
2023-07-03 16:00:00.000,8.796611878714957e+76,0.00099,1.939197904
2023-07-03 16:00:00.000,8.061947715387591e+76,0.001,1.958785761
2023-07-14 12:00:00.000,2.3946073248279384e+76,0.0009,1.791858736
2023-07-16 05:00:00.000,9.962031491074411e+76,0.0009,1.73218904
2023-07-18 20:00:00.000,4.702487127844537e+76,0.0009,1.710467526
2023-07-25 22:00:00.000,3.619163278871875e+76,0.0008555,1.591034714
2023-03-04 12:00:00.000,5.490150224435708e+76,0.05,78.51881736
2023-03-04 15:00:00.000,7.946395990306097e+76,0.0048,7.538244952
2023-03-04 12:00:00.000,2.4844438455992397e+76,0.05,78.51881736
2023-03-04 15:00:00.000,1.0593233541015194e+77,0.0025,3.926169246
2023-03-04 09:00:00.000,4.880993693303751e+76,0.1,157.051033895
2023-03-04 12:00:00.000,1.2021927298880368e+76,0.0025,3.925940868
2023-03-04 12:00:00.000,2.1212897083645615e+76,0.05,78.51881736
2023-03-05 16:00:00.000,5.665572704849687e+75,0.1,157.215121568
2023-03-05 16:00:00.000,4.044148275010152e+76,0.05,78.607560784
2023-03-05 16:00:00.000,4.1597907442774903e+76,0.08,125.772097254
2023-03-05 16:00:00.000,4.388329937685467e+76,0.03,47.16453647
2023-03-05 16:00:00.000,1.0036965576745264e+77,0.1,157.215121568
2023-03-06 18:00:00.000,2.8140176616050457e+76,0.0014,2.202569283
2023-03-06 18:00:00.000,1.1023155214359393e+77,0.1,157.326377357
2023-03-07 14:00:00.000,8.832082674381362e+75,0.123,192.71390634
2023-03-07 14:00:00.000,7.29501022790765e+76,0.0009,1.410101754
2023-03-08 16:00:00.000,2.4242594938248388e+76,0.0005,0.7750891949
2023-03-08 01:00:00.000,3.362748394822747e+76,0.0013,2.032339607
2023-03-08 02:00:00.000,4.77720502102698e+76,0.0053,8.320165838
2023-03-08 11:00:00.000,9.744166776561793e+76,0.0005,0.7777485124
2023-03-08 16:00:00.000,8.063792791172936e+76,0.0005,0.7750891949
2023-06-21 20:00:00.000,5.266889632740454e+76,0.001,1.877057342
2023-04-12 03:00:00.000,5.521738793052526e+76,0.0003,0.5668364256
2023-04-12 03:00:00.000,4.9546558777617044e+76,0.0003,0.5668364256
2023-04-12 17:00:00.000,3.289907064642569e+75,0.0003,0.5748937614
2023-04-12 03:00:00.000,2.1695951412253512e+76,0.0003,0.5668364256
2023-04-12 17:00:00.000,1.0628406648330553e+77,0.00025,0.4790781345
2023-04-12 17:00:00.000,9.723314544031284e+75,0.0003,0.5748937614
2023-04-12 03:00:00.000,9.825277071745575e+76,0.0003,0.5668364256
2023-04-13 18:00:00.000,3.002550864002621e+76,0.0004,0.8019202259
2023-04-13 18:00:00.000,1.0795660707655457e+77,0.0004,0.8019202259
2023-04-13 14:00:00.000,1.0985493227327247e+77,0.00024,0.4805428466
2023-04-13 14:00:00.000,6.381336481395974e+75,0.00024,0.4805428466
2023-04-13 17:00:00.000,1.1390163594173706e+77,0.00055,1.098900976
2023-04-13 17:00:00.000,4.7602831331481036e+76,0.00026,0.5194804613
2023-04-13 17:00:00.000,5.1639004270461144e+76,0.00024,0.4795204258
2023-04-13 16:00:00.000,6.230573438831225e+76,0.00024,0.4798361864
2023-04-14 09:00:00.000,1.1214412729311027e+77,0.42578,901.960874202
2023-04-14 09:00:00.000,1.0591884178621905e+77,0.4888888,1035.648854891
2023-04-14 09:00:00.000,1.0591884178621905e+77,0.45454,962.885282915
2023-04-14 09:00:00.000,8.876961768918931e+76,0.00024,0.5084095303
2023-04-14 10:00:00.000,1.1214412729311027e+77,0.58765,1239.863155295
2023-04-14 09:00:00.000,9.552709702442164e+75,0.6,1271.023825734
2023-04-14 09:00:00.000,9.552709702442164e+75,0.8,1694.698434312
2023-04-14 10:00:00.000,6.457540245937065e+76,0.5,1054.933340675
2023-04-14 15:00:00.000,4.328831985289851e+76,0.0003,0.632306054
2023-04-14 09:00:00.000,2.8565344586173043e+76,0.2,423.674608578
2023-04-14 09:00:00.000,2.8565344586173043e+76,0.35,741.430565012
2023-04-14 10:00:00.000,2.8565344586173043e+76,0.3456,729.169925075
2023-04-14 10:00:00.000,1.1214412729311027e+77,0.7123,1502.858037126
2023-04-14 10:00:00.000,1.1214412729311027e+77,0.6598,1392.090036355
2023-04-14 10:00:00.000,6.917398732450953e+76,0.6666666,1406.577646909
2023-04-14 10:00:00.000,6.917398732450953e+76,0.58998,1244.779144663
2023-04-14 10:00:00.000,6.457540245937065e+76,0.666,1405.171209779
2023-04-14 10:00:00.000,6.457540245937065e+76,1,2109.86668135
2023-04-14 09:00:00.000,9.638409514498829e+76,0.8,1694.698434312
2023-04-14 07:00:00.000,9.616543763562856e+76,2,4242.978894828
2023-04-15 13:00:00.000,7.552827320428359e+76,0.00025,0.5259944997
2023-04-15 13:00:00.000,2.2231475345309163e+76,0.0004,0.8415911996
2023-04-15 15:00:00.000,1.0256006467317543e+77,0.0003,0.6313272749
2023-04-15 15:00:00.000,6.826285502997863e+76,0.00026,0.5471503049
2023-04-15 15:00:00.000,6.8147147802348e+76,0.00028,0.5892387899
2023-04-16 06:00:00.000,1.0591182446096484e+77,0.0002,0.4195895167
2023-04-16 18:00:00.000,4.711165451502133e+76,0.0002,0.4197655463
