,prophet,ridge,randomforest,web3prophet,web3ridge,web3randomforest,New API Data,Used web2 Data,Used threshold for correlation value,Used temporals,Fine tuned on web3 data
0,"{'r2': -0.23434630145678104, 'mae': np.float64(85419.74361769932), 'rmse': np.float64(177414.79305430295)}","{'r2': -2.3304543476543316e-05, 'mae': np.float64(43620.75806523563), 'mse': np.float64(6712088393071.915)}","{'r2': 0.005389120453218821, 'mae': np.float64(43838.15502736041), 'mse': np.float64(6675760564676.68)}","{'r2': -0.24730853247626783, 'mae': np.float64(88294.77317037241), 'rmse': np.float64(178343.90322877347)}","{'r2': -3.693293826723121e-05, 'mae': np.float64(44007.81542729409), 'mse': np.float64(6713797032151.384)}","{'r2': 0.006439198407515612, 'mae': np.float64(44723.06781096776), 'mse': np.float64(6670319206506.095)}",False,False,,True,True
