,prophet,ridge,randomforest,web3prophet,web3ridge,web3randomforest,New API Data,Used web2 Data,Used threshold for correlation value,Used temporals,Fine tuned on web3 data,Domain,Ensamble Value
0,"{'r2': -0.00010961325427993884, 'mae': np.float64(9339.582105170359), 'rmse': np.float64(906110.0363319607)}","{'r2': -0.00011991461091431788, 'mae': np.float64(5199.8114161640615), 'mse': np.float64(13443190679.518866)}","{'r2': -9.16149939220615, 'mae': np.float64(5822.157495115425), 'mse': np.float64(136586595190.82391)}",,,,False,True,,False,False,spyder.com,786.7153513421044
